"""INVENTARIO LVP""",,,,
,,,,
Codigo de paquete         Nombre            Medidas   Costo -10%     Precio       ML 20%                         ,,,,
,,,,
BAXTOP,,,,
,,,,
CHICKENMALLA,,,,
,,,,
LVP-03-CHM            16x19mm               2x8m        $631.00         757.2     ,,,,
LVP-005-CK            13x15mm               1x3m        $130.00          256,,,,
LVP-06-CHM            19x19mm             2.3x3m        $235.00        293.75,,,,
LVP-08-CHM            13x15mm               1x1m         $45.00          129,,,,
"LVP-10-CHM            16x19mm              2x20m       $1,670.58       2088.23",,,,
LVP-12-CHM            13x15mm               1x3m        $139.76         174.7,,,,
LVP-13-CHM            25x25mm               2x4m        $334.12         375.89,,,,
LVP-14-CHM             6x6mm               2x8m         $690.20        776.48,,,,
LVP-15-CHM             6x6mm               2x9m         $776.47        970.59,,,,
LVP-16-CHM            16x19mm              2x8m         $690.20        776.48,,,,
LVP-17-CHM            30x33mm             2x10mm        $835.29        939.71,,,,
,,,,
GUACAMALLA,,,,
,,,,
LVP-15-GM        GUACAMALLA 14GR         4.3x23m       $935.00   $11122,,,,
LVP-16-GM        GUACAMALLA 14GR           5x7m        $533.07           666.34,,,,
LVP-17-GT         Granita Translucida     5.2x2m       $217.21           271.52,,,,
LVP-18-GM          Guacamalla 14gr       5.3x10m       $219.24           274.05,,,,
LVP-19-GB       Granita Translucida       5.2x1m       $108.61           130.34,,,,
LVP-20-GV         Granita Verde           6.2x1m       $130.41           163.02,,,,
LVP-21-GM        Guacamalla 14gr         5.3x20m       $438.48            548.1,,,,
LVP-22-GM        Guacamalla 14gr          5.3x5m       $109.62           137.03,,,,
,,,,
HORTOMALLA,,,,
,,,,
LVP-01-HF             15x17mm             1x15m         55.05          68.82,,,,
,,,,
INVERNAVELO,,,,
,,,,
LVP-05-IN15              15gr             1.6x10m        $70.00          89       ,,,,
LVP-06-IN19              19gr             2.6x25m       $790.00        987.50,,,,
LVP-07-IN19              19gr             1.6x10m       $210.00        262.50,,,,
LVP-08-IN19              19gr             2.6x4m        $155.42        194.28,,,,
LVP-09-IN19              19gr             2.6x6m        $233.12        291.4,,,,
LVP-10-IN19              19gr             16.20m        $441.36        551.7,,,,
,,,,
MALAHIERBA,,,,
,,,,
LVP-01-MLH               Negra             4x1m         $70.00          87.5,,,,
LVP-02-MLH               Negra             2x11m        $394.02        492.53,,,,
,,,,
,,,,
POLYHARDWARE,,,,
,,,,
LVP-05-PHP           Plata (2x2cm)          1x5m        $240.00         289       ,,,,
LVP-09-PHN          Negra 10x10mm           1x1m        $130.00         156       ,,,,
LVP-10-PHN          Negra 10x10mm           1x4m        $550.00         660      ,,,,
LVP-15-MS              Naranja            1x20m        $380.00        475.00,,,,
LVP-17-MS              Naranja            1x20m        $380.00        475.00,,,,
